# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 2000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Cellular Component	GO:0005730	nucleolus	11	6.659338e-7	1.087470e-3	9.886090e-5	1.361616e+0	1.865430e+2	254	6.529331e-2	8.890445e-2	273	1.198771e-1	1.000000e+0	7.170670e-1	1.084900e+0	1.631487e+2	177	914	4.634721e-2	1.936543e-1	2034,2308,2628,3037,3070,3771,3778,3891,5850,6322,7523,7524,7525,7688,7689,7691,7692,7759,7761,7951,8078,9393,9468,9539,9593,9596,9739,10402,10817,11442,12972,13263,13962,14639,15963,15982,15984,16255,17055,17057,17600,17605,18581,19468,19851,19999,20102,22230,22547,22574,22580,23177,23179,23294,23295,23315,23321,23326,24073,25233,25340,25344,25345,25853,27009,27011,27350,28343,28345,28350,28351,28352,28370,28506,28590,28593,28598,28719,29232,29451,30791,31245,31785,33047,33169,33979,34143,34674,34941,34953,34966,34981,35060,36453,36616,37366,37421,37435,38153,38159,38282,38998,39003,39995,40781,40786,40790,40791,41017,41076,41138,41935,41996,42029,42030,43461,43528,43608,45296,45307,46217,46489,47402,47563,47915,48398,48606,48652,50515,50720,51919,52067,53587,53992,55705,55759,56701,56708,56897,57893,57897,57907,57909,57948,58716,58828,59209,59213,59220,59842,59847,60220,60355,60360,60492,60623,60629,61320,61391,62111,62181,62193,62317,62409,62977,63617,63621,64162,64247,64633,65140,65965,65969,66005,66095,67002,67060,67103,67473,67475,67477,67478,67483,67484,67533,68000,68012,68013,68014,69069,69073,69185,69188,69208,69218,69374,69409,69945,70489,71070,71172,71177,71766,72743,72853,73070,74219,74239,74266,74514,75988,76093,76095,76320,76321,77100,77590,77591,80132,80465,80649,80653,80659,80677,80680,80684,81222,82070,82072,82210,82217,82274,82276,82474,82847,84642,84780,84990,85554,85977,86159,86160,86162,86876,87548,87711,89347,89688,89691,89836,90165,90167,90168,91259	Abl1,Abtb1,Adar,Aen,Agap2,Agps,Akap11,Aptx,Arhgap32,Arl6ip4,Atf3,Atxn1,Blm,Bms1,Cbfa2t3,Ccnd2,Cdca8,Cdk12,Cdkn1a,Cerkl,Clec3b,Cox7a2l,Ddx1,Ddx20,Ddx39,Ddx4,Ddx46,Ddx59,Deaf1,Dedd2,Dis3,Dnttip1,Dnttip2,Dock4,E2f8,Eef1a1,Enc1,Ercc6,Etv4,Etv6,Exosc3,Exosc4,Exosc9,Ezr,Fbl,Fbxo11,Fbxw7,Fcf1,Fgfr1,Filip1,Get4,Gli2,Gnl2,Gnl3,Gprc5a,Gprc5b,Grb2,H2afy,Hand1,Hap1,Heatr1,Hint2,Hspa9,Iqsec1,Isg20,Jazf1,Kdm2b,Kdm4a,Kdm7a,Kif20b,Larp4b,Ldb2,Lin28a,Lrp1,Map3k14,Med27,Mki67,Mob2,Mrpl23,Mtx2,Mybbp1a,Mycn,Myo10,Nacc2,Nat10,Nbn,Ncl,Ngdn,Nkrf,Noc3l,Nol10,Nop56,Nrip1,Nuak1,Nufip1,Nup153,Ola1,Osr1,Pak6,Parp1,Pax2,Pcdh1,Pdk1,Pex14,Pim1,Pitx1,Pml,Polr2e,Polr3k,Pop1,Ppm1b,Ppp1cb,Ppp1cc,Ppp1r26,Prkrip1,Pum3,Rbm19,Rbm28,Rcn2,Rev3l,Riox1,Rpf1,Rpl12,Rpl3,Rpp21,Rpp40,Rps10,Rps3,Rps3a1,Rreb1,Rrp1b,Rsl24d1,Runx3,Sap30l,Scaf11,Sesn1,Setd4,Six1,Slc14a1,Slc30a5,Smad7,Smarca5,Smg6,Smug1,Snapc5,Spata2,Spc24,Sptbn1,Srp68,Syne1,Taf1b,Taf4b,Tbca,Tcof1,Tfcp2l1,Thap1,Top2b,Tsen2,Tsg101,Twist2,Txn2,Tyms,Ube2t,Urb1,Uso1,Utp11,Utp14b,Utp18,Utp6,Vrk1,Wdfy3,Wdr37,Xpo1,Zc3h14,Zfp330,Zfp622,Zfp692
GO Cellular Component	GO:0005924	cell-substrate adherens junction	12	8.922589e-7	1.457059e-3	1.214216e-4	1.515039e+0	9.702722e+1	147	3.396123e-2	5.145257e-2	17	1.753670e-6	2.863743e-3	1.684555e-4	1.533097e+0	6.979336e+1	107	391	2.801781e-2	2.736573e-1	802,805,806,809,813,3037,3180,3599,3603,3605,3925,3934,3936,3955,6008,7059,7968,7972,8078,8215,8646,8649,8650,8658,8662,9372,9723,11023,11685,11860,12558,12717,15982,15984,21183,21187,23104,23488,24741,25340,25344,25345,25360,25547,25562,27378,27383,28043,28144,28506,29192,29197,29597,29749,29752,29974,34590,34724,34725,34729,34731,34734,36299,38375,38998,39003,39735,39737,41158,41233,42340,46185,46900,47215,47415,50346,50350,50362,50366,53552,53555,53790,55759,56262,56268,56523,58030,58914,59008,60205,60360,60744,61391,61764,61769,62055,62060,62395,63731,63977,64162,66095,70234,70235,70658,71193,71709,71712,72448,73144,73150,74606,75106,75128,75780,75785,75839,76044,76093,76095,76155,76191,76217,76320,76321,76624,76630,76639,76642,78231,79009,79075,81222,82070,82072,82803,83193,85220,85977,86217,86241,89251,89865,90662,91562,91833,91834	Abcb4,Actg1,Actn1,Actn2,Actr2,Actr3,Adam17,Adgrb1,Afap1,Aif1l,Arhgap22,Arhgap24,Arhgap26,B2m,Capn2,Cd81,Cd9,Cdc42,Cdc42ep1,Clasp1,Ctnna1,Ctnnb1,Cttn,Dixdc1,Dlc1,Dnm2,Ezr,Fermt1,Flnb,Flrt3,Flt1,Focad,Gna12,Gsn,Hspa9,Hspb1,Itga4,Itga6,Itgb5,Jup,Lmln,Lmo7,Lrp1,Mdc1,Misp,Mmp14,Mprip,Mrc2,Myh9,Nectin2,Nfasc,Nrap,Numb,Nup214,Pabpc1,Parvb,Parvg,Pdlim1,Peak1,Pgm5,Pip5k1c,Ppp1cb,Ppp1cc,Procr,Ptk2,Ptk7,Ptprc,Pxn,Rac1,Rac2,Rhob,Rnd3,Rpl12,Rpl19,Rpl3,Rpl31,Rpl8,Rplp0,Rps10,Rps17,Rps3,Rps3a1,Rras2,Scarf2,Slc9a1,Sntb1,Sorbs1,Sorbs3,Srp68,Ssh2,Stard8,Svil,Syne2,Tgm2,Thy1,Tns3,Triobp,Trpv4,Tspan9,Vcl,Vim,Yes1,Ywhae,Ywhag,Ywhaq,Ywhaz,Zfp185
GO Cellular Component	GO:0005925	focal adhesion	13	1.085178e-6	1.772096e-3	1.363151e-4	1.511879e+0	9.656859e+1	146	3.380070e-2	5.110256e-2	16	1.642505e-6	2.682211e-3	1.676382e-4	1.538442e+0	6.890086e+1	106	386	2.775596e-2	2.746114e-1	802,805,806,809,813,3037,3180,3599,3603,3605,3925,3934,3936,3955,6008,7059,7968,7972,8078,8215,8646,8649,8650,8658,8662,9372,9723,11023,11685,11860,12558,12717,15982,15984,21183,21187,23104,23488,24741,25340,25344,25345,25360,25547,25562,27378,27383,28043,28144,28506,29192,29197,29597,29749,29752,29974,34590,34724,34725,34729,34731,34734,36299,38375,38998,39003,39735,39737,41158,41233,42340,46185,46900,47215,47415,50346,50350,50362,50366,53552,53555,53790,55759,56262,56268,56523,58030,58914,59008,60205,60360,60744,61391,61764,61769,62055,62060,62395,63731,63977,64162,66095,70234,70235,70658,71193,71709,71712,72448,73144,73150,74606,75106,75128,75780,75785,75839,76044,76093,76095,76155,76191,76217,76320,76321,76624,76630,76639,76642,78231,79009,79075,81222,82070,82072,82803,83193,85220,85977,86217,86241,89251,89865,91562,91833,91834	Abcb4,Actg1,Actn1,Actn2,Actr2,Actr3,Adam17,Adgrb1,Afap1,Aif1l,Arhgap22,Arhgap24,Arhgap26,B2m,Capn2,Cd81,Cd9,Cdc42,Cdc42ep1,Clasp1,Ctnna1,Ctnnb1,Cttn,Dixdc1,Dlc1,Dnm2,Ezr,Fermt1,Flnb,Flrt3,Flt1,Focad,Gna12,Gsn,Hspa9,Hspb1,Itga4,Itga6,Itgb5,Jup,Lmln,Lmo7,Lrp1,Mdc1,Misp,Mmp14,Mprip,Mrc2,Myh9,Nectin2,Nfasc,Numb,Nup214,Pabpc1,Parvb,Parvg,Pdlim1,Peak1,Pgm5,Pip5k1c,Ppp1cb,Ppp1cc,Procr,Ptk2,Ptk7,Ptprc,Pxn,Rac1,Rac2,Rhob,Rnd3,Rpl12,Rpl19,Rpl3,Rpl31,Rpl8,Rplp0,Rps10,Rps17,Rps3,Rps3a1,Rras2,Scarf2,Slc9a1,Sntb1,Sorbs1,Sorbs3,Srp68,Ssh2,Stard8,Svil,Syne2,Tgm2,Thy1,Tns3,Triobp,Trpv4,Tspan9,Vcl,Vim,Yes1,Ywhae,Ywhag,Ywhaq,Ywhaz,Zfp185
GO Cellular Component	GO:0030055	cell-substrate junction	14	1.713178e-6	2.797620e-3	1.998300e-4	1.491917e+0	9.987154e+1	149	3.495679e-2	5.215261e-2	12	1.043675e-6	1.704321e-3	1.420268e-4	1.542034e+0	7.068586e+1	109	396	2.854150e-2	2.752525e-1	802,805,806,809,813,3037,3180,3599,3603,3605,3925,3934,3936,3955,6008,7059,7968,7972,8078,8215,8646,8649,8650,8658,8662,9372,9723,11023,11685,11860,12558,12717,15982,15984,21183,21187,23104,23488,24741,25340,25344,25345,25360,25547,25562,27378,27383,28043,28144,28506,29192,29197,29597,29749,29752,29974,34590,34724,34725,34729,34731,34734,36299,38375,38998,39003,39735,39737,41158,41233,42340,46185,46900,47215,47415,50346,50350,50362,50366,53552,53555,53790,55759,56262,56268,56523,58030,58914,59008,60205,60360,60744,61391,61764,61769,62055,62060,62395,63731,63977,64162,66095,69507,70234,70235,70658,71193,71709,71712,72448,73144,73150,74606,75106,75128,75780,75785,75839,76044,76093,76095,76155,76191,76217,76320,76321,76624,76630,76639,76642,78231,79009,79075,81222,82070,82072,82803,83193,85220,85977,86217,86241,89251,89865,90424,90662,91562,91833,91834	Abcb4,Actg1,Actn1,Actn2,Actr2,Actr3,Adam17,Adgrb1,Afap1,Aif1l,Arhgap22,Arhgap24,Arhgap26,B2m,Capn2,Cd81,Cd9,Cdc42,Cdc42ep1,Clasp1,Col17a1,Ctnna1,Ctnnb1,Cttn,Dixdc1,Dlc1,Dnm2,Erbin,Ezr,Fermt1,Flnb,Flrt3,Flt1,Focad,Gna12,Gsn,Hspa9,Hspb1,Itga4,Itga6,Itgb5,Jup,Lmln,Lmo7,Lrp1,Mdc1,Misp,Mmp14,Mprip,Mrc2,Myh9,Nectin2,Nfasc,Nrap,Numb,Nup214,Pabpc1,Parvb,Parvg,Pdlim1,Peak1,Pgm5,Pip5k1c,Ppp1cb,Ppp1cc,Procr,Ptk2,Ptk7,Ptprc,Pxn,Rac1,Rac2,Rhob,Rnd3,Rpl12,Rpl19,Rpl3,Rpl31,Rpl8,Rplp0,Rps10,Rps17,Rps3,Rps3a1,Rras2,Scarf2,Slc9a1,Sntb1,Sorbs1,Sorbs3,Srp68,Ssh2,Stard8,Svil,Syne2,Tgm2,Thy1,Tns3,Triobp,Trpv4,Tspan9,Vcl,Vim,Yes1,Ywhae,Ywhag,Ywhaq,Ywhaz,Zfp185
GO Cellular Component	GO:0015629	actin cytoskeleton	15	2.260255e-6	3.690996e-3	2.460664e-4	1.465195e+0	1.078355e+2	158	3.774431e-2	5.530277e-2	10	2.078226e-7	3.393743e-4	3.393743e-5	1.540309e+0	8.050334e+1	124	451	3.246923e-2	2.749446e-1	643,1107,1910,2628,2647,3180,3715,3840,5780,7951,7968,8215,8706,10790,10803,11685,13009,16291,17037,17040,19740,20197,20733,20892,22946,22953,24342,24741,25360,25547,25562,25670,27898,27900,28043,28144,28680,28785,29133,29232,29260,29493,29496,29522,29527,29540,29749,29752,29974,30316,32187,32584,32673,32703,32811,33388,35653,36112,36746,37169,38068,38886,41233,41460,41467,41468,41472,41492,42160,42172,42340,44575,46489,47402,47415,47811,48222,48302,48315,48606,48652,48674,50977,51912,53243,53259,54191,54932,56135,56523,56897,57696,58030,60146,60153,60360,61477,61478,61482,61507,61738,61764,61769,62395,63772,63779,63977,66095,66498,66529,66543,67516,67520,68190,69131,70234,70235,70658,72184,72201,74065,74219,74239,75506,75780,75785,76093,76095,76155,76201,76217,77235,78310,79121,81222,82474,82532,82944,83014,83019,83033,83113,84068,84092,85220,85756,85757,85977,86832,86833,87818,87828,87838,88283,89251,89865,90702,91562	Abcb4,Abl1,Ablim1,Actg1,Actg2,Actn1,Actn2,Actr2,Actr3,Adam17,Add2,Afap1,Aif1l,Akap13,Ankrd23,Arhgap32,Arhgap35,Asap1,Baiap2,Bmf,Cap2,Carmil1,Cd2ap,Cdc42bpa,Cgnl1,Cldn5,Clic5,Cnr1,Coro2a,Coro2b,Crmp1,Ctdp1,Ctnna1,Ctnna2,Cttn,Cttnbp2nl,Dapk1,Dctn1,Dctn6,Dlc1,Eef1a1,Epb41,Espn,Ezr,Fermt1,Fhod3,Filip1,Fkbp15,Flnb,Flt1,Fyn,Gcom1,Gng12,Gsn,H1f0,Hax1,Hdac4,Hfe,Iqgap2,Jup,Kansl2,Kntc1,Lmod3,Mad1l1,Micall2,Mprip,Msra,Mtss1l,Mybpc1,Mybph,Myh14,Myh9,Myl12b,Myl7,Mylk,Myo10,Myo16,Myo18b,Myo1b,Myo1e,Myo1f,Myo6,Myo7a,Myom1,Myoz3,Ncoa5,Neb,Notch3,Pawr,Peak1,Pgm5,Ppp1r9a,Pstpip1,Ptk2,Pxn,Rac1,Rac2,Rflna,Sept9,Sh2b2,Sh3bp1,Shroom1,Sipa1l3,Sorbs1,Specc1l,Sptb,Sptbn1,Sptbn2,Srcin1,Stk38l,Stx1a,Svil,Synpo,Tars,Tmem63b,Tnni1,Trim32,Triobp,Trpv4,Utrn,Vcl,Vil1,Yes1,Zfp185
GO Cellular Component	GO:0005769	early endosome	16	2.841554e-6	4.640258e-3	2.900161e-4	1.550694e+0	7.802956e+1	121	2.731171e-2	4.235212e-2	83	4.540632e-3	1.000000e+0	8.933557e-2	1.340074e+0	5.372839e+1	72	301	1.885310e-2	2.392027e-1	1107,2526,2531,2538,2539,3271,3330,4489,4729,4734,6284,7759,7761,7912,8133,8155,8215,13291,13301,13336,13405,13406,13408,16189,16478,17064,17079,18538,19217,19502,20733,21932,22848,23527,25441,26650,26656,26667,26668,26682,26966,26976,27239,28488,28495,29550,29749,29752,30082,32736,32747,32752,32790,34143,34995,35006,36595,37366,37980,38003,38282,38419,38952,38954,38961,41174,41182,41185,41186,41538,41544,41546,41594,44415,45398,45400,46815,46816,46840,47335,47563,48188,48191,49463,50378,50382,50394,55759,56959,56974,57546,58396,58407,58408,58409,61262,62055,62060,62831,62832,64162,64880,64881,64901,66498,77961,78427,78431,78439,79024,81937,81941,81946,81948,86739,87279,88450,90262,90939,91342,91343	Ackr3,Akt2,Anxa2,Atp11a,Atp6v0d2,Atp9a,Cd300ld3,Clvs1,Ctss,Cxcr4,Dysf,Ece1,Ehd1,Eps15,Fam109a,Fkbp15,Furin,Gpr107,Gripap1,Hfe,Hmgb1,Hps6,Kcnq1,Kdr,Ldlrad4,Litaf,Lrp1,Lrp6,March3,Mcoln3,Mvb12b,Myo1b,Neurl1b,Nsg2,Numb,Ocrl,Parm1,Pml,Ptp4a2,Ptpn1,Rab11fip5,Rab14,Rab20,Rab39,Rab4a,Rabgap1l,Rac1,Rap1a,Rapgef1,Rasgef1b,Ret,Rhob,Rin3,Rps6kc1,Rufy1,Rusc1,Sh3gl3,Snx13,Snx4,Snx8,Sorl1,St8sia2,Stx6,Stx8,Tmem108,Tmem163,Trak1,Tsg101,Uvrag,Vps4a,Vps8,Zfyve28
GO Cellular Component	GO:0000785	chromatin	17	3.077640e-6	5.025786e-3	2.956345e-4	1.451058e+0	1.109535e+2	161	3.883568e-2	5.635282e-2	398	2.179246e-1	1.000000e+0	8.941479e-1	1.077356e+0	9.281982e+1	100	520	2.618487e-2	1.923077e-1	1272,1616,5094,6008,6839,7523,7524,7525,9593,10892,11733,12850,13091,13099,13291,13301,13369,13370,13376,13377,13405,13406,13408,13410,16520,19851,20102,20948,21547,22230,23118,23169,23294,23295,23315,23321,23326,23552,23718,26406,26408,28807,28814,28821,31153,31481,33823,34674,35762,37811,37815,37828,39003,39008,39601,42662,46126,47563,47880,47892,48099,48159,48167,48315,48363,50346,50350,50362,50366,50690,51140,51162,52410,52801,52802,52803,52807,52809,54932,55429,56179,58828,59065,60416,61644,61755,61764,61769,61940,61985,63795,63831,65172,65174,66498,66761,66832,68012,68013,68014,69185,69188,69208,69218,69284,69287,70489,70519,70693,72138,72743,74909,74962,75988,76217,77577,77684,77934,80132,80289,80756,81300,82036,82040,82045,82046,82048,82125,82130,82474,83048,83050,83067,83073,83239,83509,83525,84588,84607,84990,87620,87626,87828,87838,89304,89364,90015,90167,90168,90262,90619,90620,90630,90641,90655,90658,91018,91020,91022,91036,91336	1700024P04Rik,Ankrd2,Anp32e,Aptx,Arrb1,Asf1a,Bahcc1,Calcoco1,Capn2,Cbx2,Cbx8,Ccnd2,Cebpb,Cited2,Creb1,Crebbp,Ctnnb1,Ctr9,Dnmt1,Dnmt3a,Enc1,Esr1,Exosc3,Exosc4,Ezh2,Fam60a,Foxc1,Gabpa,Gata3,Gata4,Gm16494,Gm6594,H1f0,H2afv,H2afy,H2afy2,H2al1j,Hand2,Hic1,Hist1h1c,Hlcs,Hmga2,Hmgn2,Hp1bp3,Ice2,Ino80,Irf4,Kat6b,Kdm4a,Kdm4c,L3mbtl1,Ldb1,Lemd2,Mael,Max,Mef2a,Msh6,Nacc2,Ncoa1,Ncoa3,Ncor2,Nedd4,Nfatc1,Nfatc2,Nfe2l2,Nrip1,Nufip1,Padi2,Pawr,Phf12,Phox2b,Plcb1,Pml,Ppard,Prm1,Rad18,Rfx3,Rrp1b,Runx2,Runx3,Sall4,Satb1,Setd3,Sf3b1,Slf2,Smad2,Smad3,Smarca1,Smarca2,Stat3,T,Tcf12,Tcf7l2,Thrb,Top2b,Trim24,Trnp1,Trps1,Ube2u,Usp3
GO Cellular Component	GO:0001740	Barr body	18	3.626085e-6	5.921397e-3	3.289665e-4	9.235445e+0	8.662279e-1	8	3.031949e-4	2.800140e-3	400	2.193635e-1	1.000000e+0	8.955515e-1	2.240901e+0	8.924982e-1	2	5	5.236973e-4	4.000000e-1	52801,52802,52803,52807,52809,68012,68013,68014	H2afy,H2afy2
GO Cellular Component	GO:0012506	vesicle membrane	19	3.911637e-6	6.387703e-3	3.361949e-4	1.456101e+0	1.064487e+2	155	3.725891e-2	5.425271e-2	53	9.369782e-4	1.000000e+0	2.886954e-2	1.330852e+0	7.889685e+1	105	442	2.749411e-2	2.375566e-1	651,3271,3753,3762,4489,7610,7759,7761,8215,10120,11023,15841,15847,16114,16669,16937,16938,17170,17176,19967,21622,21932,23128,23321,23326,23732,26257,27009,27011,27264,27276,27939,28002,28147,28547,29133,29161,29197,29451,30700,30837,30900,31562,31886,32736,32747,32752,32790,32971,32973,33908,33911,34863,34865,35418,36398,37137,38282,41122,41174,41182,41185,41186,41538,41544,41546,42793,44147,45398,45400,46185,47335,47348,48106,48111,48606,48616,48632,48633,48674,48923,49816,51219,53445,54835,56152,56486,56495,56523,56959,56974,58159,58160,58272,58914,58919,58920,58935,61320,62395,62527,62722,63977,64285,64291,64927,64928,65690,65693,65714,65719,66286,66529,67439,67440,69069,69073,69147,69148,70351,70356,70589,70600,71776,72538,72553,72555,72559,72563,73126,73394,73404,73430,74606,76331,76501,76891,77408,81152,82070,82072,82847,83484,83509,86739,88707,89804,89819,89820,90156,90619,90620,90630,91342,91343	Abcc4,Actn1,Amph,Ap1g2,Ap3b1,Arfgef3,Atp13a2,Atp2a2,Atp8b5,B2m,C2cd5,Cadps,Cadps2,Chga,Clic4,Copg1,Copg2,Cpe,Dbh,Dct,Dmxl2,Dnm2,Dtnbp1,Dysf,Epn2,Eps15,Fndc3a,Furin,Gabarapl1,Gpnmb,Grb2,H2-T3,Hip1,Kcnq1,Kifc3,March3,Myo6,Myof,Nsg2,Ocrl,Pacsin1,Ptprn2,Rab11fip5,Rab14,Rab20,Rab35,Rab39,Rab4a,Rab8b,Rapgef1,Rassf9,Rhbg,Rnf144a,Rph3al,Saysd1,Scap,Scgn,Sec13,Sec22b,Sec31a,Sec31b,Sema4c,Sfn,Sgip1,Sgsm1,Slc17a5,Slc6a17,Smagp,Smo,Snx9,Spred2,Srebf2,Stx1a,Stx6,Sun1,Sv2c,Svop,Syngr1,Sypl,Syt10,Syt13,Syt2,Syt3,Syt6,Syt7,Syt8,Tbc1d4,Tbc1d5,Tekt3,Tex101,Tlr1,Tlr2,Tmed10,Tmed3,Tmem163,Tmem30a,Trpm2,Uso1,Vti1a,Ykt6,Ywhae,Ywhag,Ywhaq,Ywhaz,Znrf2
GO Cellular Component	GO:0048471	perinuclear region of cytoplasm	20	4.003136e-6	6.537121e-3	3.268561e-4	1.372066e+0	1.530538e+2	210	5.357152e-2	7.350368e-2	32	1.862413e-4	3.041320e-1	9.504126e-3	1.310979e+0	1.144183e+2	150	641	3.927730e-2	2.340094e-1	1107,1501,2261,2526,2531,2538,2539,2614,3070,3286,4489,4787,4856,5094,5994,6008,7458,7759,7761,7951,8215,9739,10249,10803,13047,13050,13111,13116,13163,13167,13405,13406,13408,14034,15963,16149,16155,16937,16938,17064,17079,18387,21489,21686,21961,22739,22777,23104,23321,23326,23527,25264,25417,26794,27009,27011,27264,27276,28547,28563,28986,29147,29177,31024,32161,32822,34360,38068,38986,39163,39601,41071,41076,41460,41467,41468,41472,41492,43123,44027,44415,44962,44991,45398,45400,45432,45443,45492,46185,46225,46815,46816,46840,47335,47402,47602,47662,47674,47676,47680,47811,48033,48034,48106,48111,48188,48191,48195,48295,48296,48363,48674,49549,49874,49875,50346,50350,50362,50366,50378,50382,50394,51343,51351,52870,55759,56050,56359,56924,56932,58396,58407,58408,58409,58804,58805,58806,58898,59065,59082,59208,59209,59213,59220,59310,60023,60259,60623,60944,61477,61478,61482,61507,61738,61746,61846,62077,62317,62652,64036,64147,64927,64928,66180,66498,69096,69374,69409,69945,71886,73212,73279,73298,74689,75780,75785,75839,76554,76703,76705,77421,78894,80811,81222,81278,81284,82210,82217,82400,82404,82944,83246,83884,84341,84780,84839,85461,86342,88450,89688,89691,89778,90165,90424,90619,90620,90630,91342,91343,91400	Aatk,Abl1,Ackr3,Adgrb1,Aggf1,Akap13,Akr1b3,Aldh1a2,Anp32a,Anxa2,Apln,Apod,Atp2a2,Atp2c2,Atp9a,Atxn10,Azin2,Bnip2,Brsk2,Bub1b,Cabp7,Caln1,Capn2,Ccar1,Ccl2,Ccnt2,Cd2ap,Cdkn1a,Cerkl,Chga,Clic4,Cops8,Cpeb4,Csnk1d,Ctla4,Ctnnb1,Dab1,Ddx4,Disc1,Dnm2,Dnm3,Dock6,Ece1,Ehd1,Epha5,Erg,Exoc6,Ezr,Faf1,Fbxw7,Fgfr1op,Fgfr3,Fignl1,Fzd9,Galnt2,Galnt6,Gjb2,Gm20388,Gsdma,Gsn,Hcn4,Hfe,Hif1an,Igf2bp1,Inhba,Inhbb,Inpp5k,Itm2c,Kif20b,Lmna,Lrp1,Lrpprc,M6pr,Mad2l1,Mael,Map6,Map7,Mapre3,Mob2,Mrvi1,Mt1,Myo16,Myo1b,Myo6,Ndfip2,Ndor1,Nedd4,Npc1,Odc1,P2rx4,Pafah1b1,Patj,Pclaf,Pde2a,Pde9a,Per2,Pik3r1,Pkn2,Plvap,Prdx6,Prex1,Prkar2b,Prkca,Prkce,Pstpip1,Ptk2,Pum2,Rab11fip4,Rab39,Rab4a,Rab8b,Rap1a,Rapgef1,Rasgrp3,Rhbdd2,Scel,Sec31a,Sept9,Serhl,Sez6,Slc2a10,Slc8a3,Slc9a1,Slk,Sorl1,Spata32,Spink5,Stc2,Stk26,Stx6,Stx8,Sync,Syt6,Taf8,Tdgf1,Tgfa,Tollip,Tpd52,Traf4,Traf6,Trak1,Trp53bp2,Twf2,Uaca,Ubr5,Uso1,Vapa,Vps4a,Vti1a,Zfyve1
GO Cellular Component	GO:0071664	catenin-TCF7L2 complex	21	4.269756e-6	6.972512e-3	3.320244e-4	5.901721e+0	1.863863e+0	11	6.523847e-4	3.850193e-3	86	5.683708e-3	1.000000e+0	1.079244e-1	5.602252e+0	5.354989e-1	3	3	7.855460e-4	1.000000e+0	50346,50350,50362,50366,60360,90619,90620,90630,90641,90655,90658	Ctnnb1,Jup,Tcf7l2
GO Cellular Component	GO:0030659	cytoplasmic vesicle membrane	22	8.643145e-6	1.411426e-2	6.415571e-4	1.451602e+0	1.005785e+2	146	3.520425e-2	5.110256e-2	59	1.559823e-3	1.000000e+0	4.317273e-2	1.321286e+0	7.568385e+1	100	424	2.618487e-2	2.358491e-1	651,3271,3753,3762,4489,7610,7759,7761,8215,10120,11023,15841,15847,16114,16669,16937,16938,17170,17176,19967,21622,21932,23128,23321,23326,26257,27009,27011,27264,27276,27939,28002,28147,29133,29161,29197,29451,30700,30837,30900,31562,31886,32736,32747,32752,32790,32971,32973,33908,33911,34863,34865,35418,36398,37137,38282,41122,41174,41182,41185,41186,41538,41544,41546,42793,44147,45398,45400,46185,47335,47348,48106,48111,48606,48616,48632,48633,48923,49816,51219,53445,54835,56152,56486,56495,56523,56959,56974,58159,58160,58272,58914,58919,58920,58935,62395,62527,62722,63977,64285,64291,64927,64928,65690,65693,65714,65719,66286,66529,67439,67440,69069,69073,69147,69148,70351,70356,70589,70600,71776,73126,73394,73404,73430,74606,76331,76501,76891,77408,81152,82070,82072,82847,83484,83509,86739,88707,89804,89819,89820,90156,90619,90620,90630,91342,91343	Abcc4,Actn1,Amph,Ap1g2,Ap3b1,Arfgef3,Atp8b5,B2m,C2cd5,Cadps,Cadps2,Chga,Clic4,Copg1,Copg2,Cpe,Dbh,Dct,Dmxl2,Dnm2,Dtnbp1,Dysf,Epn2,Eps15,Furin,Gabarapl1,Gpnmb,H2-T3,Hip1,Kcnq1,Kifc3,March3,Myof,Nsg2,Ocrl,Pacsin1,Ptprn2,Rab11fip5,Rab14,Rab20,Rab35,Rab39,Rab4a,Rab8b,Rapgef1,Rassf9,Rhbg,Rnf144a,Rph3al,Saysd1,Scap,Scgn,Sec13,Sec22b,Sec31a,Sec31b,Sema4c,Sfn,Sgip1,Sgsm1,Slc17a5,Slc6a17,Smagp,Smo,Snx9,Spred2,Srebf2,Stx1a,Stx6,Sun1,Sv2c,Svop,Syngr1,Sypl,Syt10,Syt13,Syt2,Syt3,Syt6,Syt7,Syt8,Tbc1d4,Tbc1d5,Tekt3,Tex101,Tlr1,Tlr2,Tmed10,Tmed3,Tmem163,Tmem30a,Trpm2,Uso1,Vti1a,Ykt6,Ywhae,Ywhag,Ywhaq,Ywhaz,Znrf2
